Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
gtraces_v2,yankee_0004.champsim.gz,0.4263,200000005,469143338,SUCCESS,3160.94
gtraces_v2,yankee_0000.champsim.gz,0.4223,200000001,473560895,SUCCESS,3173.23
SPEC17,620.omnetpp_s-874B.champsimtrace.xz,0.5042,200000007,396666516,SUCCESS,3209.07
Graph/GAP,cc-5.trace.gz,0.4817,200000001,415175558,SUCCESS,3236.51
gtraces_v2,tahoe_0001.champsim.gz,0.4241,200000000,471619246,SUCCESS,3262.20
gtraces_v2,sierra.a.3_0001.champsim.gz,0.4085,200000001,489618672,SUCCESS,3272.70
gtraces_v2,tahoe_0003.champsim.gz,0.4144,200000006,482677233,SUCCESS,3292.01
SPEC17,605.mcf_s-472B.champsimtrace.xz,0.7257,200000000,275579859,SUCCESS,3370.50
gtraces_v2,sierra.a.6_0000.champsim.gz,0.3991,200000000,501148120,SUCCESS,3422.08
gtraces_v2,sierra.a.3_0003.champsim.gz,0.3988,200000004,501495166,SUCCESS,3431.54
gtraces_v2,sierra.a.3_0002.champsim.gz,0.3976,200000000,503063435,SUCCESS,3458.82
gtraces_v2,sierra.a.3_0004.champsim.gz,0.3868,200000000,517094927,SUCCESS,3479.53
Graph/GAP,cc-14.trace.gz,0.4153,200000000,481613844,SUCCESS,3502.19
SPEC17,623.xalancbmk_s-10B.champsimtrace.xz,0.5748,200000002,347927712,SUCCESS,3513.89
gtraces_v2,sierra.a.6_0001.champsim.gz,0.378,200000003,529062653,SUCCESS,3568.61
gtraces_v2,sierra.a.6_0004.champsim.gz,0.3777,200000002,529529761,SUCCESS,3609.12
gtraces_v2,sierra.a.6_0002.champsim.gz,0.3632,200000001,550587590,SUCCESS,3648.46
Graph/GAP,cc-13.trace.gz,0.3721,200000003,537428561,SUCCESS,3677.75
gtraces_v2,sierra.a.4_0004.champsim.gz,0.3685,200000000,542712519,SUCCESS,3677.58
gtraces_v2,sierra.a.3_0000.champsim.gz,0.3416,200000006,585535183,SUCCESS,3739.99
gtraces_v2,sierra.a.6_0003.champsim.gz,0.353,200000001,566577883,SUCCESS,3767.33
