Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
gtraces_v2,merced_0003.champsim.gz,0.5026,200000005,397963671,SUCCESS,2955.55
SPEC17,620.omnetpp_s-874B.champsimtrace.xz,0.5758,200000007,347364292,SUCCESS,2963.72
gtraces_v2,merced_0001.champsim.gz,0.5152,200000001,388184193,SUCCESS,2977.20
gtraces_v2,yankee_0004.champsim.gz,0.483,200000004,414061694,SUCCESS,2993.33
Graph/GAP,cc-5.trace.gz,0.5516,200000001,362551698,SUCCESS,3003.63
gtraces_v2,yankee_0001.champsim.gz,0.4721,200000000,423653657,SUCCESS,3055.71
SPEC17,619.lbm_s-2676B.champsimtrace.xz,1.102,200000001,181512628,SUCCESS,3058.92
gtraces_v2,tahoe_0003.champsim.gz,0.4633,200000006,431667008,SUCCESS,3110.78
gtraces_v2,yankee_0000.champsim.gz,0.4554,200000001,439208431,SUCCESS,3116.52
gtraces_v2,sierra.a.3_0001.champsim.gz,0.4664,200000002,428853205,SUCCESS,3119.44
SPEC17,605.mcf_s-484B.champsimtrace.xz,0.7595,200000007,263329380,SUCCESS,3120.42
gtraces_v2,tahoe_0001.champsim.gz,0.4648,200000000,430272950,SUCCESS,3161.11
SPEC17,623.xalancbmk_s-10B.champsimtrace.xz,0.6534,200000005,306072968,SUCCESS,3179.10
Graph/GAP,cc-14.trace.gz,0.4745,200000000,421481436,SUCCESS,3202.87
gtraces_v2,sierra.a.3_0002.champsim.gz,0.4508,200000000,443609310,SUCCESS,3208.75
gtraces_v2,sierra.a.6_0000.champsim.gz,0.4489,200000000,445507722,SUCCESS,3287.31
gtraces_v2,sierra.a.3_0003.champsim.gz,0.4442,200000004,450240451,SUCCESS,3308.24
gtraces_v2,sierra.a.3_0004.champsim.gz,0.4327,200000001,462213260,SUCCESS,3377.72
gtraces_v2,sierra.a.6_0004.champsim.gz,0.4297,200000002,465454821,SUCCESS,3383.30
