Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
gtraces_v2,sierra.a.3_0004.champsim.gz,0.3948,200000000,506557895,SUCCESS,4337.38
Graph/GAP,cc-5.trace.gz,0.5277,200000001,378971582,SUCCESS,4398.61
gtraces_v2,sierra.a.6_0001.champsim.gz,0.3883,200000003,515059822,SUCCESS,4420.75
gtraces_v2,sierra.a.6_0004.champsim.gz,0.3923,200000004,509820329,SUCCESS,4427.87
gtraces_v2,sierra.a.6_0002.champsim.gz,0.3804,200000001,525825808,SUCCESS,4440.61
gtraces_v2,sierra.a.4_0004.champsim.gz,0.3827,200000000,522665220,SUCCESS,4550.66
SPEC17,605.mcf_s-1554B.champsimtrace.xz,0.6981,200000000,286511311,SUCCESS,4604.43
gtraces_v2,sierra.a.3_0000.champsim.gz,0.3522,200000006,567866252,SUCCESS,4651.08
gtraces_v2,sierra.a.6_0003.champsim.gz,0.3665,200000001,545636717,SUCCESS,4653.58
Graph/GAP,cc-14.trace.gz,0.4564,200000000,438256173,SUCCESS,4707.08
gtraces_v2,sierra.a.4_0003.champsim.gz,0.3492,200000004,572744167,SUCCESS,4809.07
ai-ml,rwkv_trace_2.champsimtrace.gz,0.6298,200000000,317539539,SUCCESS,4975.23
gtraces_v2,sierra.a.4_0000.champsim.gz,0.3517,200000001,568656645,SUCCESS,5007.50
Graph/GAP,cc-13.trace.gz,0.4006,200000000,499191866,SUCCESS,5074.53
gtraces_v2,sierra.a.4_0002.champsim.gz,0.3054,200000001,654945269,SUCCESS,5302.12
ai-ml,biogpt.cpp-ggml-model-tocilizumab.1.champsimtrace.gz,0.5663,200000004,353186029,SUCCESS,5493.30
ai-ml,biogpt.cpp-ggml-model-tocilizumab.3.champsimtrace.gz,0.564,200000003,354636661,SUCCESS,5513.97
gtraces_v2,sierra.a.4_0001.champsim.gz,0.293,200000005,682560347,SUCCESS,5550.33
SPEC17,605.mcf_s-1536B.champsimtrace.xz,0.5691,200000006,351457966,SUCCESS,5564.07
ai-ml,biogpt.cpp-ggml-model-tocilizumab.2.champsimtrace.gz,0.5622,200000004,355720051,SUCCESS,5670.86
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M.champsimtrace.xz,0.4351,200000000,459664592,SUCCESS,5705.93
SPEC17,619.lbm_s-2677B.champsimtrace.xz,0.618,200000003,323599359,SUCCESS,5789.66
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.2657,200000001,752775375,SUCCESS,8031.11
Graph/GAP,bc-0.trace.gz,0.2026,200000000,987311980,SUCCESS,8957.58
Graph/GAP,bc-12.trace.gz,0.1853,200000001,1079158060,SUCCESS,9387.36
SPEC17,605.mcf_s-1644B.champsimtrace.xz,0.2276,200000004,878643881,SUCCESS,9666.41
