Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
ai-ml,stable-diffusion.cpp-v2-1_768-nonema-pruned.1.champsimtrace.gz,1.785,200000002,112043867,SUCCESS,2244.24
Graph/GAP,bfs-14.trace.gz,0.736,200000001,271740129,SUCCESS,2319.93
Graph/GAP,bfs-10.trace.gz,0.667,200000001,299832487,SUCCESS,2495.83
Graph/Ligra,ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_51000M.length_250M.champsimtrace.xz,1.157,200000000,172845959,SUCCESS,2508.09
gtraces_v2,charlie_0002.champsim.gz,0.7969,200000006,250977926,SUCCESS,2532.97
gtraces_v2,merced_0000.champsim.gz,0.683,200000001,292825772,SUCCESS,2568.56
gtraces_v2,tahoe_0002.champsim.gz,0.7412,200000001,269819903,SUCCESS,2640.64
gtraces_v2,charlie_0003.champsim.gz,0.7267,200000007,275219719,SUCCESS,2668.23
Graph/Ligra,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M.champsimtrace.xz,1.054,200000003,189804113,SUCCESS,2696.96
gtraces_v2,yankee_0002.champsim.gz,0.5991,200000000,333817396,SUCCESS,2845.34
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-137.champsimtrace.gz,0.562,200000004,355888073,SUCCESS,2907.59
gtraces_v2,tahoe_0004.champsim.gz,0.5791,200000003,345387759,SUCCESS,2901.29
gtraces_v2,tango_0001.champsim.gz,0.6455,200000000,309824320,SUCCESS,2917.37
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-360.champsimtrace.gz,0.5534,200000001,361405340,SUCCESS,2958.65
gtraces_v2,merced_0004.champsim.gz,0.5705,200000001,350575394,SUCCESS,2978.36
gtraces_v2,tahoe_0000.champsim.gz,0.5641,200000001,354524902,SUCCESS,2985.83
Graph/GAP,sssp-10.trace.gz,0.704,200000004,284074760,SUCCESS,3019.23
gtraces_v2,tango_0002.champsim.gz,0.5772,200000000,346510918,SUCCESS,3033.37
gtraces_v2,tango_0004.champsim.gz,0.5695,200000000,351215586,SUCCESS,3081.86
Graph/GAP,sssp-14.trace.gz,0.6997,200000003,285834876,SUCCESS,3109.43
gtraces_v2,tango_0000.champsim.gz,0.5529,200000001,361730234,SUCCESS,3138.30
gtraces_v2,merced_0002.champsim.gz,0.5291,200000006,378014622,SUCCESS,3159.45
gtraces_v2,tango_0003.champsim.gz,0.5256,200000000,380488991,SUCCESS,3269.12
gtraces_v2,yankee_0003.champsim.gz,0.4876,200000002,410174420,SUCCESS,3280.16
SPEC17,605.mcf_s-484B.champsimtrace.xz,0.8026,200000007,249180488,SUCCESS,3298.15
gtraces_v2,yankee_0004.champsim.gz,0.4834,200000005,413757675,SUCCESS,3330.55
gtraces_v2,merced_0003.champsim.gz,0.4987,200000006,401023219,SUCCESS,3334.40
gtraces_v2,yankee_0001.champsim.gz,0.4752,200000000,420842786,SUCCESS,3339.29
SPEC17,619.lbm_s-2676B.champsimtrace.xz,1.107,200000000,180657069,SUCCESS,3340.09
gtraces_v2,merced_0001.champsim.gz,0.5088,200000001,393046343,SUCCESS,3357.09
SPEC17,620.omnetpp_s-874B.champsimtrace.xz,0.5626,200000007,355468604,SUCCESS,3380.64
Graph/GAP,cc-5.trace.gz,0.5367,200000001,372614508,SUCCESS,3407.94
gtraces_v2,yankee_0000.champsim.gz,0.4594,200000002,435379527,SUCCESS,3455.55
gtraces_v2,tahoe_0003.champsim.gz,0.4631,200000006,431843243,SUCCESS,3482.87
gtraces_v2,sierra.a.3_0001.champsim.gz,0.457,200000002,437681685,SUCCESS,3502.33
gtraces_v2,tahoe_0001.champsim.gz,0.4619,200000000,433021337,SUCCESS,3513.69
gtraces_v2,sierra.a.3_0002.champsim.gz,0.4421,200000000,452337029,SUCCESS,3616.92
