Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M.champsimtrace.xz,0.4505,200000000,443954848,SUCCESS,3420.13
gtraces_v2,sierra.a.4_0002.champsim.gz,0.404,200000007,495104158,SUCCESS,3533.17
gtraces_v2,sierra.a.4_0001.champsim.gz,0.3883,200000005,515019327,SUCCESS,3638.87
SPEC17,605.mcf_s-1554B.champsimtrace.xz,0.6391,200000002,312933996,SUCCESS,3634.13
SPEC17,605.mcf_s-1536B.champsimtrace.xz,0.6726,200000000,297365772,SUCCESS,3731.29
ai-ml,rwkv_trace_2.champsimtrace.gz,0.5776,200000004,346241897,SUCCESS,4033.75
ai-ml,biogpt.cpp-ggml-model-tocilizumab.2.champsimtrace.gz,0.526,200000002,380212586,SUCCESS,4260.32
ai-ml,biogpt.cpp-ggml-model-tocilizumab.3.champsimtrace.gz,0.5216,200000005,383404517,SUCCESS,4292.28
ai-ml,biogpt.cpp-ggml-model-tocilizumab.1.champsimtrace.gz,0.5219,200000001,383246339,SUCCESS,4345.49
SPEC17,619.lbm_s-2677B.champsimtrace.xz,0.6119,200000004,326845576,SUCCESS,4562.39
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.2906,200000001,688178193,SUCCESS,5410.68
Graph/GAP,bc-0.trace.gz,0.207,200000000,966127512,SUCCESS,6638.50
Graph/GAP,bc-12.trace.gz,0.189,200000000,1057928724,SUCCESS,7071.69
SPEC17,605.mcf_s-1644B.champsimtrace.xz,0.2276,200000004,878879943,SUCCESS,8240.88
ai-ml,rwkv_trace_1.champsimtrace.gz,0.1144,200000003,1748523302,SUCCESS,22624.13
