Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
gtraces_v2,yankee_0002.champsim.gz,0.5105,200000000,391792828,SUCCESS,2939.93
Graph/GAP,sssp-14.trace.gz,0.4809,200000007,415913249,SUCCESS,3678.82
SPEC17,603.bwaves_s-1740B.champsimtrace.xz,1.019,200000003,196351132,SUCCESS,2157.57
gtraces_v2,tahoe_0000.champsim.gz,0.4884,200000001,409464763,SUCCESS,3104.08
gtraces_v2,charlie_0003.champsim.gz,0.5537,200000007,361206876,SUCCESS,3067.91
gtraces_v2,merced_0004.champsim.gz,0.4786,200000001,417854136,SUCCESS,3157.93
ai-ml,llama2.c-stories42M.3.champsimtrace.gz,0.669,200000001,298940501,SUCCESS,3294.58
Graph/GAP,cc-5.trace.gz,0.4443,200000000,450136354,SUCCESS,3691.26
gtraces_v2,charlie_0004.champsim.gz,0.7147,200000004,279820153,SUCCESS,2385.57
gtraces_v2,tango_0002.champsim.gz,0.489,200000000,408966163,SUCCESS,3187.18
Graph/GAP,cc-13.trace.gz,0.3525,200000002,567363102,SUCCESS,4170.60
gtraces_v2,tango_0001.champsim.gz,0.5289,200000002,378114268,SUCCESS,3091.63
ai-ml,llama2.c-stories110M.3.champsimtrace.gz,0.6629,200000003,301703788,SUCCESS,3416.65
gtraces_v2,tahoe_0002.champsim.gz,0.582,200000001,343660933,SUCCESS,2875.78
SPEC17,649.fotonik3d_s-1176B.champsimtrace.xz,0.98,200000007,204073075,SUCCESS,2289.91
Graph/GAP,cc-14.trace.gz,0.3917,200000000,510636264,SUCCESS,3863.61
gtraces_v2,tango_0003.champsim.gz,0.46,200000000,434738627,SUCCESS,3437.08
gtraces_v2,tango_0004.champsim.gz,0.4847,200000000,412618205,SUCCESS,3123.83
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M.champsimtrace.xz,0.2908,200000001,687848935,SUCCESS,5281.19
