Category_Folder,Trace_Name,IPC,Instructions,Cycles,Status,Duration(s)
Graph/Ligra,ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M.champsimtrace.xz,0.4468,200000000,447639389,SUCCESS,3325.45
gtraces_v2,sierra.a.6_0002.champsim.gz,0.3966,200000001,504303926,SUCCESS,3323.24
gtraces_v2,sierra.a.6_0001.champsim.gz,0.385,200000003,519471561,SUCCESS,3478.38
gtraces_v2,sierra.a.6_0003.champsim.gz,0.3762,200000002,531579197,SUCCESS,3485.72
gtraces_v2,sierra.a.3_0000.champsim.gz,0.3719,200000006,537747589,SUCCESS,3485.97
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-137.champsimtrace.gz,0.343,200000004,583142911,SUCCESS,3621.73
gtraces_v2,sierra.a.4_0004.champsim.gz,0.3673,200000000,544535394,SUCCESS,3674.69
Graph/GMS,gms.triangle_count.soc-pokec-relationships.slice-360.champsimtrace.gz,0.3375,200000000,592605404,SUCCESS,3684.66
gtraces_v2,sierra.a.4_0003.champsim.gz,0.3513,200000004,569239179,SUCCESS,3707.34
ai-ml,rwkv_trace_2.champsimtrace.gz,0.5654,200000000,353737124,SUCCESS,3752.33
gtraces_v2,sierra.a.4_0000.champsim.gz,0.3485,200000001,573900067,SUCCESS,3781.71
gtraces_v2,sierra.a.4_0002.champsim.gz,0.3091,200000001,647021311,SUCCESS,4084.60
ai-ml,biogpt.cpp-ggml-model-tocilizumab.2.champsimtrace.gz,0.4766,200000000,419654445,SUCCESS,4150.42
gtraces_v2,sierra.a.4_0001.champsim.gz,0.3023,200000005,661584822,SUCCESS,4170.40
ai-ml,biogpt.cpp-ggml-model-tocilizumab.1.champsimtrace.gz,0.4715,200000001,424174254,SUCCESS,4181.32
ai-ml,biogpt.cpp-ggml-model-tocilizumab.3.champsimtrace.gz,0.4707,200000001,424868995,SUCCESS,4190.53
SPEC17,605.mcf_s-484B.champsimtrace.xz,0.3953,200000001,505993787,SUCCESS,4388.77
SPEC17,605.mcf_s-1536B.champsimtrace.xz,0.4602,200000007,434602472,SUCCESS,4669.50
SPEC17,605.mcf_s-472B.champsimtrace.xz,0.3622,200000002,552196831,SUCCESS,4709.63
SPEC17,619.lbm_s-2677B.champsimtrace.xz,0.5532,200000006,361505895,SUCCESS,4881.29
SPEC17,605.mcf_s-1554B.champsimtrace.xz,0.3241,200000000,617131894,SUCCESS,5191.26
Graph/Ligra,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M.champsimtrace.xz,0.2783,200000001,718738344,SUCCESS,5389.42
Graph/GAP,bc-0.trace.gz,0.1951,200000000,1025156073,SUCCESS,6709.43
Graph/GAP,bc-12.trace.gz,0.1861,200000000,1074727831,SUCCESS,6814.99
SPEC17,605.mcf_s-1644B.champsimtrace.xz,0.2278,200000000,878008709,SUCCESS,7974.53
ai-ml,rwkv_trace_1.champsimtrace.gz,0.09893,200000002,2021538714,SUCCESS,23542.98
